test_date,model,total_prompts,pct_allowed,pct_removed,pct_refused,pct_blocked,avg_cost
2026-01-24,anthropic/claude-3.5-sonnet,1830,21.85792349726776,75.19125683060109,0.0,0.0,0.0010156852459016392
2026-01-24,deepseek/deepseek-chat,1830,2.677595628415301,97.3224043715847,0.0,0.0,0.06450317267759563
2026-01-24,google/gemini-2.0-flash-001,1830,24.043715846994534,75.62841530054645,0.0546448087431694,0.0,2.9053005464480872e-05
2026-01-24,mistralai/mistral-large,1830,2.459016393442623,97.48633879781421,0.0,0.0,0.0004821579234972678
2026-01-24,mistralai/mistral-medium,1830,0.0,0.0,0.0,0.32786885245901637,0.0
2026-01-24,mistralai/mistral-small-24b-instruct-2501,1830,13.442622950819672,86.55737704918033,0.0,0.0,3.796065573770492e-05
2026-01-24,openai/gpt-4o,1830,12.841530054644808,87.1584699453552,0.0,0.0,0.0010095901639344262
2026-01-24,qwen/qwen-2.5-72b-instruct,1830,3.4972677595628414,79.67213114754098,0.1092896174863388,0.0,4.491748633879781e-05
2026-01-24,qwen/qwen-plus,1830,6.666666666666667,93.27868852459017,0.0,0.0,4.152950819672131e-05
2026-01-27,x-ai/grok-3-mini,1982,23.662966700302725,76.33703329969728,0.0,0.0,0.0003395676084762866
2026-02-12,anthropic/claude-haiku-4.5,1982,38.29465186680121,61.70534813319879,0.0,0.0,0.00046030625630676087
2026-02-12,google/gemini-2.5-flash-lite-preview-09-2025,1982,32.694248234106965,67.30575176589304,0.0,0.0,2.7226034308779013e-05
2026-02-12,mistralai/ministral-14b-2512,1982,16.44803229061554,83.45105953582241,0.10090817356205853,0.0,5.8730070635721497e-05
2026-02-12,openai/gpt-audio-mini,1982,0.0,0.0,0.0,1.2108980827447022,0.0
2026-02-12,qwen/qwen2.5-coder-7b-instruct,1982,33.60242179616549,0.4036326942482341,65.99394550958627,0.0,0.00013263824419778003
2026-02-12,x-ai/grok-3-mini,1982,21.493440968718467,78.50655903128153,0.0,0.0,0.00033114984863773965
2026-02-23,anthropic/claude-haiku-4.5,1982,38.69828456104945,61.30171543895055,0.0,0.0,0.00046069979818365287
2026-02-23,google/gemini-2.5-flash-lite-preview-09-2025,1982,32.08879919273461,67.91120080726539,0.0,0.0,2.7196770938446015e-05
2026-02-23,mistralai/ministral-14b-2512,1982,19.27346115035318,80.62563067608475,0.10090817356205853,0.0,8.684157416750757e-05
2026-02-23,openai/gpt-audio-mini,1982,0.0,0.0,0.0,0.5045408678102926,0.0
2026-02-23,qwen/qwen2.5-coder-7b-instruct,1982,34.6619576185671,0.30272452068617556,65.03531786074672,0.0,0.0001288637739656912
2026-02-23,x-ai/grok-3-mini,1982,20.736629667003026,79.21291624621595,0.050454086781029264,0.0,0.00032746367305751766
2026-02-27,anthropic/claude-haiku-4.5,1982,38.042381432896065,61.957618567103935,0.0,0.0,0.00046143138244197777
2026-02-27,google/gemini-2.5-flash-lite-preview-09-2025,1982,32.44197780020181,67.55802219979819,0.0,0.0,2.7211907164480326e-05
2026-02-27,mistralai/ministral-14b-2512,1982,14.480322906155399,85.5196770938446,0.0,0.0,3.123410696266398e-05
2026-02-27,openai/gpt-audio-mini,1982,0.0,0.0,0.0,0.6054490413723511,0.0
2026-02-27,qwen/qwen2.5-coder-7b-instruct,1982,34.6619576185671,0.30272452068617556,65.03531786074672,0.0,0.00013339354187689203
2026-02-27,x-ai/grok-3-mini,1982,20.837537840565084,79.16246215943491,0.0,0.0,0.000324167507568113
"```""",269,1,0.0,0.0,0.0,0.0,
